delta_T_log,hotspot_area_log,hotspot_avg_temp_change_rate_initial_norm,overall_std_deltaT,temp_max_overall_initial
2.681021528714291,3.9512437185814275,0.002250512641955441,0.13737962951194269,25.7834377288818
2.4932054526026954,3.9889840465642745,0.0021574377045646045,0.07789989295831416,25.8632297515869
2.2617630984737906,3.6888794541139363,0.002830024662545336,0.05498191571867147,25.9163799285889
1.9600947840472698,0.0,,,
1.7227665977411035,2.1972245773362196,0.003810559228112918,0.050736832378965084,25.4102611541748
2.681021528714291,4.574710978503383,0.0024541832708935337,0.11192980827801581,26.0756778717041
2.4932054526026954,4.574710978503383,0.003482684792533852,0.13929180051417586,25.8765201568604
2.2617630984737906,4.143134726391533,0.00544487397458456,0.1052278857216956,25.3434677124023
1.9600947840472698,4.700480365792417,0.004709498375898651,0.0975581677027131,25.0088634490967
1.7227665977411035,4.204692619390966,0.005377900241609416,0.07459149651628515,24.7672386169434
2.681021528714291,4.442651256490317,0.0019571562762199872,0.10695306802676072,25.8499298095703
2.2617630984737906,4.127134385045092,0.0024232772505630253,0.07339918962451784,25.5170288085938
1.9600947840472698,4.07753744390572,0.002850599193975107,0.06499835620694877,25.2231369018555
2.4932054526026954,4.356708826689592,0.002128846730477866,0.0917176118899837,25.8632297515869
1.7227665977411035,2.4849066497880004,0.0037864533990092175,0.03903682694402944,24.8746948242188
2.681021528714291,4.543294782270004,0.002793752786939539,0.1586873481270599,25.0490684509277
2.4932054526026954,4.709530201312334,0.00355868104920153,0.15213415823803197,25.1428375244141
2.2617630984737906,4.564348191467836,0.0033590039676242634,0.11820923946982001,24.9820384979248
1.9600947840472698,4.718498871295094,0.004471814774752381,0.10531024918678619,24.5250263214111
1.7227665977411035,3.58351893845611,0.0060852560652992025,0.05949225751388274,24.2011489868164
